Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,NameASCII,PlayerId,MLBAMID
"Jim Edmonds","STL",153,612,42,102,111,8,0.165032679,0.245098039,0.341365462,0.343949044,0.301204819,0.418300653,0.642570281,0.43587326725323994,,167.71957721081307,2.856540165608749,56.281993918260376,8.204076051712036,8.28657383057927,"Jim Edmonds",1153,113744
"Todd Helton","COL",154,683,32,115,96,3,0.185944363,0.105417276,0.272394881,0.351893095,0.347349177,0.468521229,0.619744058,0.4539150816489415,,165.55204318513603,3.008977824356407,60.724083556680654,-11.709719568490982,7.013484540703238,"Todd Helton",432,115732
"Mark Loretta","SDP",154,707,16,108,76,5,0.082036775,0.063649222,0.15967742,0.333913043,0.33548387,0.391180654,0.49516129,0.3802469788278852,,136.95346387456158,0.9162325526122004,34.59507271110668,1.6288325786590576,5.847130603302841,"Mark Loretta",1383,117928
"Bobby Abreu","PHI",159,713,30,118,105,40,0.178120617,0.162692847,0.242160278,0.328735632,0.301393728,0.427769985,0.543554006,0.41328486439852763,,148.4216858167781,11.239214250585064,55.744541066086256,-20.942057132720947,5.728452382766075,"Bobby Abreu",945,110029
"Brian Giles","SDP",159,711,23,97,94,10,0.125175808,0.11251758,0.190476191,0.291262135,0.284072249,0.374120956,0.47454844,0.36480422780868854,,126.80353406945072,7.924995287088677,32.49154806868191,-4.971396207809448,5.012961052739009,"Brian Giles",990,114789
"Jason Kendall","PIT",147,658,3,86,51,11,0.09118541,0.06231003,0.071428571,0.337078651,0.318815331,0.398782343,0.390243902,0.35503891233269497,,112.26730346962366,1.229820124572143,11.635190942433457,12.793895721435547,4.538073367567325,"Jason Kendall",993,116974
"Jim Thome","PHI",143,618,42,97,105,0,0.168284789,0.233009708,0.307086614,0.297546012,0.273622047,0.396440129,0.580708661,0.40009068697690964,,139.7496574651504,-2.9979406939819455,28.668877220350183,-7.01874303817749,4.136242893732979,"Jim Thome",409,123272
"Mike Lowell","FLA",158,671,27,87,85,5,0.095380029,0.114754098,0.212374582,0.29778672,0.29264214,0.365126676,0.505016722,0.3703933847256196,,126.74846529603697,-3.9787090059835464,19.158125951504342,-0.19850635528564453,4.048300803968367,"Mike Lowell",527,136780
"Mike Cameron","NYM",140,562,30,76,76,22,0.101423487,0.254448398,0.247464503,0.260061919,0.231237322,0.319073083,0.478701825,0.34051991180785013,,105.41739405166632,6.693587365560234,10.618312994429829,9.209947109222412,3.7750617118798018,"Mike Cameron",1070,111904
"David Bell","PHI",143,603,18,67,77,1,0.094527363,0.124378109,0.166979362,0.307865168,0.290806754,0.362728785,0.457786116,0.3549720872586696,,110.09492693975649,-1.8760801781900227,5.9709089609518475,11.010008335113525,3.6324617383346474,"David Bell",1108,110816
"Chipper Jones Jr.","ATL",137,567,30,69,96,2,0.148148148,0.169312169,0.237288136,0.246458923,0.247881355,0.361552028,0.485169491,0.3602631955752432,,116.47883227648016,0.8720678049139678,12.916658649153728,2.259839653968811,3.338631199115078,"Chipper Jones Jr.",97,116706
"Jeromy Burnitz","COL",150,606,37,94,110,5,0.09570957,0.204620462,0.275925926,0.303664921,0.283333333,0.356435643,0.559259259,0.38346452515988994,,119.24758601905363,1.6743099517188966,16.710280022609382,-4.842689275741577,3.144533316351033,"Jeromy Burnitz",867,111742
"Ray Durham","SFG",120,542,17,95,65,10,0.105166051,0.110701107,0.201698514,0.291457286,0.282377919,0.364312267,0.484076433,0.36427368204170296,,119.87378318858623,1.9408133001998067,15.826341134655408,-2.5245068073272705,3.0740706722497393,"Ray Durham",230,113660
"Tony Womack","STL",145,606,5,91,38,26,0.05940594,0.0990099,0.077757686,0.334008097,0.307414104,0.349498327,0.38517179,0.32425670497980547,,94.35827838815852,8.073387790005654,3.6661464237392334,4.438895583152771,2.7782537630099586,"Tony Womack",78,124523
"Phil Nevin","SDP",147,623,26,78,105,0,0.105939004,0.194221508,0.202925045,0.325925925,0.288848263,0.367576243,0.491773308,0.3681890083941055,,129.02822093417953,-3.445457377936691,19.86715945791117,-15.508591175079346,2.469342792510246,"Phil Nevin",1049,119732
"Sammy Sosa","CHC",126,539,35,69,80,0,0.103896103,0.246753246,0.263598326,0.274760383,0.253138075,0.332096474,0.516736401,0.35820814749904883,,113.57232266315779,-3.1042735257651657,6.3260262865489985,-0.4397592544555664,2.3423264844305898,"Sammy Sosa",302,122544
"Paul Lo Duca","- - -",143,594,13,68,80,4,0.06060606,0.082491582,0.134579439,0.292275574,0.285981308,0.337883959,0.420560747,0.33126096168068897,,100.4956065759916,-7.105581915471703,-6.72608691010922,9.742192149162292,2.243461098212425,"Paul Lo Duca",662,134001
"Shawn Green","LAD",157,671,28,92,86,5,0.10581222,0.169895678,0.193220339,0.286666666,0.266101694,0.351713859,0.459322033,0.3500941549028669,,112.81670730178656,-0.9198468581307679,10.166323442032242,-9.898511230945587,2.2286760407267376,"Shawn Green",651,115094
"José Hernández","LAD",95,238,13,32,29,3,0.109243697,0.256302521,0.251184834,0.350364963,0.289099526,0.369747899,0.54028436,0.38064901171059445,,132.899246443817,0.01680210418999195,10.110387619651751,2.2276731729507446,1.982347037540183,"Jose Hernandez",688,115825
"Brady Clark","MIL",138,420,7,41,46,15,0.126190476,0.114285714,0.116147309,0.30564784,0.280453257,0.385167464,0.396600566,0.34983963490678716,,109.02162317351531,-2.089564846130088,2.794894874693174,1.2778840065002441,1.7751597170558313,"Brady Clark",1398,276054
"Eli Marrero","ATL",90,280,10,37,40,4,0.082142857,0.178571428,0.2,0.360824742,0.32,0.374100719,0.52,0.38082296495403195,,129.99198260471925,0.4010296887718141,11.226474893240544,-2.727398991584778,1.7464944812688625,"Eli Marrero",1166,118305
"Jason LaRue","CIN",114,445,14,46,55,0,0.058426966,0.242696629,0.179487179,0.309963099,0.251282051,0.334085778,0.43076923,0.3308648145906457,,95.20825575219267,-5.6585093380417675,-8.40726540146522,10.982402801513672,1.7114304005568117,"Jason LaRue",337,150178
"Jay Payton","SDP",143,511,8,57,55,2,0.084148727,0.109589041,0.1069869,0.278894472,0.259825327,0.326129666,0.366812227,0.3063858498247888,,88.40736779519463,-1.3182935134973377,-8.954638086373402,9.00656807422638,1.6824488784060383,"Jay Payton",890,134341
"Todd Walker","CHC",129,424,15,60,50,0,0.101415094,0.122641509,0.193548387,0.281553398,0.274193548,0.352245862,0.467741935,0.34774249318134354,,106.69364822508544,-0.8926375152077526,2.765931910575344,0.1553109884262085,1.676189369022531,"Todd Walker",359,123842
