Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,NameASCII,PlayerId,MLBAMID
"Yasmani Grandal","MIL",153,632,28,79,77,5,0.172468354,0.219936708,0.222222222,0.279202279,0.245614035,0.379746835,0.467836257,0.36083874768680996,0.36785000436674287,121.20375040254218,-2.943584943190217,14.73695098828642,24.164154052734375,5.738863878289705,"Yasmani Grandal",11368,518735
"Josh Donaldson","ATL",155,659,37,96,94,4,0.151745068,0.235204855,0.262295082,0.292479108,0.258652094,0.37936267,0.520947176,0.37736235343520863,0.3846006582135298,131.01182498796396,-1.8296482991427183,25.13398440364307,7.613760948181152,5.224956979605491,"Josh Donaldson",5038,518626
"Justin Turner","LAD",135,549,27,80,67,2,0.092896174,0.160291438,0.219206681,0.303523035,0.290187891,0.371584699,0.509394572,0.3698478160548384,0.377227951808529,131.08811299582322,-3.4451552107930183,19.072977265760542,3.5336384773254395,3.8987479042511155,"Justin Turner",5235,457759
"Starling Marte","PIT",132,586,23,97,82,25,0.042662116,0.160409556,0.207792208,0.319248826,0.294990723,0.342465753,0.502782931,0.3527712786177215,0.36120465775610694,118.04510608370288,3.71965644787997,17.67121477622658,1.4540806412696838,3.675390516383115,"Starling Marte",9241,516782
"Paul Goldschmidt","STL",161,682,34,97,97,3,0.114369501,0.243401759,0.216080402,0.3025,0.25963149,0.345588235,0.475711892,0.345727658289372,0.36082268903355397,116.55988139075598,-0.2972674472257495,14.603452762973362,-5.270955562591553,3.0220337593148052,"Paul Goldschmidt",9218,502671
"Howie Kendrick","WSN",121,370,17,61,62,2,0.072972972,0.132432432,0.22754491,0.358974358,0.344311377,0.394594594,0.571856287,0.40016223389281813,0.4183943833762068,146.59730577949088,-1.3340060636401176,21.413206946981326,-4.8820250034332275,2.753390092634289,"Howie Kendrick",4229,435062
"Eduardo Escobar","ARI",158,699,35,94,118,5,0.071530758,0.185979971,0.242138365,0.282744282,0.268867924,0.320457796,0.511006289,0.3411071463220421,0.3256199935386921,108.16782613781096,0.4692949829623103,8.001971612608182,-2.1822118759155273,2.7335841504369376,"Eduardo Escobar",6153,500871
"Mike Moustakas","MIL",143,584,35,80,87,3,0.090753424,0.167808219,0.261950287,0.25,0.254302103,0.328767123,0.51625239,0.34823112856332916,0.3498766576763627,112.9435999726167,-2.6217953925952315,7.351383130093112,2.1180148273706436,2.7313309673414325,"Mike Moustakas",4892,519058
"Eric Thames","MIL",149,459,25,67,61,3,0.111111111,0.305010893,0.257575758,0.313304721,0.247474747,0.346405228,0.505050505,0.35364144975012474,0.3245190784701832,116.48828723191949,0.8587659681215882,10.84389987736668,-1.566929817199707,2.3248862218732365,"Eric Thames",3711,519346
"Buster Posey","SFG",114,445,7,43,38,0,0.076404494,0.159550561,0.111111111,0.295731707,0.256790123,0.319819819,0.367901234,0.29777563519725414,0.30971239490379865,84.27232742752027,-3.491189466789365,-12.72519506996953,20.581987857818604,2.143519094639753,"Buster Posey",9166,457763
