Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,NameASCII,PlayerId,MLBAMID
"Adrian Beltré","LAD",156,657,48,104,121,7,0.08066971,0.132420091,0.294314381,0.325481798,0.33444816,0.388127853,0.628762541,0.42346907453036603,,161.0432365483551,-2.213713043835014,49.485684334765814,27.765704870224,9.676977840496953,"Adrian Beltre",639,134181
"Albert Pujols","STL",154,692,46,133,123,5,0.121387283,0.075144508,0.326013513,0.298210735,0.331081081,0.414739884,0.657094594,0.4415068033863516,,171.42228511787957,0.9751401282846928,64.68730977771655,-8.077857971191406,7.782400256938637,"Albert Pujols",1177,405395
"Adam Dunn","CIN",161,681,46,105,102,6,0.158590308,0.286343612,0.302816901,0.321100917,0.26584507,0.387665198,0.568661971,0.40150341596176375,,141.6363076295291,4.714281488908455,41.26550169438206,-10.092479467391968,5.270086432642398,"Adam Dunn",319,276055
"Corey Patterson","CHC",157,687,24,91,72,32,0.065502183,0.244541484,0.185419968,0.327272727,0.266244057,0.319648093,0.451664025,0.32898131882702863,,94.36264563875693,6.363163496367633,1.3707030649940979,26.963942050933838,5.013469289107147,"Corey Patterson",300,279913
"Jimmy Rollins","PHI",154,725,14,119,73,30,0.078620689,0.100689655,0.165905632,0.307692307,0.289193302,0.347705146,0.455098934,0.34657327689272066,,104.57471000723918,8.736876237671822,13.012348910621233,13.749424457550049,4.9850898147625395,"Jimmy Rollins",971,276519
"Cesar Izturis","LAD",159,728,4,90,62,25,0.059065934,0.096153846,0.092537313,0.315525876,0.288059701,0.329608938,0.380597014,0.3117308750206015,,87.601990220952,3.327237398130819,-8.307749888929209,21.062047958374023,3.631326806580987,"Cesar Izturis",656,285131
"Khalil Greene","SDP",139,554,15,67,65,4,0.09566787,0.16967509,0.173553719,0.305483028,0.272727272,0.349005424,0.446280991,0.3386297719913293,,109.6000650176658,2.71520313504152,9.57113508578986,4.190460920333862,3.158218760423576,"Khalil Greene",1826,425867
"Jayson Werth","LAD",89,326,16,56,47,4,0.092024539,0.260736196,0.224137931,0.315789473,0.262068965,0.338461538,0.486206896,0.3545122685799232,,115.72056449908108,4.0957723669707775,10.702224551495224,2.537120819091797,2.358952206788563,"Jayson Werth",1327,150029
"Miguel Cabrera","FLA",160,685,33,101,112,5,0.099270072,0.216058394,0.218905472,0.33488372,0.293532338,0.366423357,0.51243781,0.37390167590449835,,129.05433095153083,-1.3268568192142993,24.32885152604599,-23.511218547821045,2.328156412972385,"Miguel Cabrera",1744,408234
"David Wright","NYM",69,283,14,41,40,6,0.049469964,0.141342756,0.231939163,0.297169811,0.292775665,0.332155477,0.524714828,0.36271090558055435,,120.00268580561679,1.8456726227886975,9.14289040901381,5.001664042472839,2.305922678027989,"David Wright",3787,431151
"Sean Burroughs","SDP",130,564,2,76,47,5,0.054964539,0.092198581,0.066921606,0.328358208,0.298279158,0.348134991,0.365200764,0.3165603425080533,,95.09467282325437,1.4197835689410567,-2.1466130758375392,6.004620790481567,2.2269421655627113,"Sean Burroughs",1021,284568
"Charles Thomas","ATL",83,267,7,35,31,3,0.078651685,0.168539325,0.156779661,0.331521739,0.288135593,0.368421052,0.444915254,0.34562982520240754,,106.86087742427553,3.1045346544124186,5.465955979727784,6.555136203765869,2.046685074433152,"Charles Thomas",2962,433595
"Wily Mo Peña","CIN",110,364,26,45,66,5,0.06043956,0.296703296,0.267857143,0.301980198,0.258928571,0.315934065,0.526785714,0.35630896400157414,,111.93172232564456,0.8642729490529746,6.462971451703472,0.945914626121521,1.9161017522473993,"Wily Mo Pena",344,276377
