Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,NameASCII,PlayerId,MLBAMID
"Justin Upton","ARI",159,674,31,105,88,21,0.087537091,0.18694362,0.239864865,0.318906605,0.288851351,0.369436201,0.528716216,0.3852855284411208,,140.48921433750075,6.555883845081553,38.07503133133118,0.8815855979919434,6.303155128004813,"Justin Upton",5222,457708
"Jonathan Lucroy","MIL",136,468,12,45,59,2,0.061965811,0.211538461,0.125581395,0.316770186,0.265116279,0.3125,0.390697674,0.31082418612365065,,92.36985478092195,0.3838881840929389,-3.740446238388772,46.457786560058594,6.033960302683364,"Jonathan Lucroy",7870,518960
"Andrew McCutchen","PIT",158,678,23,87,89,23,0.131268436,0.185840707,0.197552448,0.291375291,0.258741258,0.363905325,0.456293706,0.359606827881857,,129.86016311860408,1.603923382004723,24.98675411705361,5.571534156799316,5.427733045315223,"Andrew McCutchen",9847,457705
"Pablo Sandoval","SFG",117,466,23,55,70,2,0.068669527,0.135193133,0.237089202,0.319884726,0.31455399,0.356989247,0.551643192,0.3833213140044296,,149.15982351569528,-4.857143967645243,21.601735504109364,13.912103056907654,5.265499497001669,"Pablo Sandoval",5409,467055
"Cameron Maybin","SDP",137,568,9,82,40,40,0.077464788,0.220070422,0.129844961,0.330729166,0.263565891,0.322695035,0.393410852,0.3155315007179233,,104.6144135236695,9.744259147206321,12.771451819055324,10.376375913619995,4.2876890608799965,"Cameron Maybin",5223,457727
"Wilson Ramos","WSN",113,435,15,48,52,0,0.087356321,0.174712643,0.177377892,0.296666666,0.267352185,0.334106728,0.444730077,0.3354025191449104,,110.85481406295787,-4.444260823074728,1.0093841420956915,26.110984802246094,4.277265577113325,"Wilson Ramos",1433,467092
"Giancarlo Stanton","FLA",150,601,34,79,87,5,0.116472545,0.276206322,0.275193799,0.313664596,0.261627906,0.356073211,0.536821705,0.3811718804495675,,140.56187897257405,-2.4746517406310886,25.68114057353681,-3.872648000717163,4.252864506712028,"Giancarlo Stanton",4949,519317
"Carlos González","COL",127,542,26,92,92,20,0.088560885,0.193726937,0.23076923,0.325842696,0.295218295,0.363468634,0.525987525,0.3797183630618263,,126.45027930227849,3.147197408368811,19.705078713912553,-3.2500519156455994,3.495540953912962,"Carlos Gonzalez",7287,471865
"Danny Espinosa","WSN",158,658,21,72,66,17,0.086626139,0.252279635,0.178010471,0.292307692,0.235602094,0.323124042,0.413612565,0.3243431898037715,,103.28036468411675,4.284312294796109,6.777317799710822,3.7059710025787354,3.239445810275563,"Danny Espinosa",9219,457787
"Jay Bruce","CIN",157,664,32,84,97,8,0.10692771,0.237951807,0.217094017,0.297229219,0.256410256,0.340874811,0.473504273,0.34930237122052255,,118.82314506000515,0.29425755073316395,14.72987899328885,-7.432654798030853,2.9218517873297642,"Jay Bruce",9892,457803
"Starlin Castro","CHC",158,715,10,91,66,22,0.048951048,0.134265734,0.12462908,0.344405594,0.307121661,0.341258741,0.431750741,0.33767233824495846,,108.55732740492961,-2.724229542305693,4.3425152326726515,-0.27521657943725586,2.7453227956878656,"Starlin Castro",4579,516770
"Gerardo Parra","ARI",141,493,8,55,46,15,0.087221095,0.1663286,0.134831461,0.341736694,0.292134831,0.356997971,0.426966292,0.3345582015359427,,105.74645933716641,1.854756091721356,5.1268252427835,4.721089839935303,2.637985779506743,"Gerardo Parra",8553,467827
"Neil Walker","PIT",159,662,12,76,83,9,0.081570996,0.16918429,0.134228188,0.314583333,0.273489932,0.333836858,0.40771812,0.3241031271500493,,105.54395228344426,2.2406142530962825,6.47950954896824,-2.7183408737182617,2.5413327464651325,"Neil Walker",7539,435522
"Carlos Gómez","MIL",94,258,8,37,24,16,0.058139534,0.248062015,0.177489177,0.273291925,0.225108225,0.276,0.402597402,0.29625116539001467,,82.38890526410788,4.141456336947158,-1.1063920001552852,13.760651051998138,2.1739383395289718,"Carlos Gomez",4881,460576
"Dexter Fowler","COL",125,563,5,84,45,12,0.120781527,0.230905861,0.166320166,0.354466858,0.266112266,0.363309352,0.432432432,0.34993670603250293,,106.05305207191662,1.6323557905852795,5.56838235650895,-3.1426838636398315,2.079516773095295,"Dexter Fowler",4062,451594
