Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,NameASCII,PlayerId,MLBAMID
"Fernando Tatis Jr.","SDP",130,546,42,99,97,25,0.113553113,0.28021978,0.328451883,0.324041811,0.282426778,0.364468864,0.610878661,0.40267823228129634,0.4067112957989728,157.6987803343458,5.662648426368833,45.76838708990742,3.9772550463676453,6.824555048253969,"Fernando Tatis Jr.",19709,665487
"Juan Soto","WSN",151,654,29,111,95,9,0.221712538,0.142201834,0.221115538,0.332467532,0.312749003,0.464831804,0.533864541,0.42023942209839255,0.4285381498790923,163.69397404985946,-3.14187573781237,49.8883332758612,-4.160018444061279,6.784939577332393,"Juan Soto",20123,665742
"Austin Riley","ATL",160,662,33,91,107,0,0.078549848,0.253776435,0.227118644,0.367758186,0.30338983,0.367069486,0.530508474,0.3794858197371165,0.3654944943873668,136.21561590172186,-0.5583754735998809,29.96278967232771,-1.4148041009902954,5.089082176261437,"Austin Riley",18360,663586
"Ronald Acuña Jr.","ATL",82,360,24,72,52,17,0.136111111,0.236111111,0.313131313,0.310880829,0.282828282,0.394444444,0.595959595,0.41197204473298354,0.4299365986629027,157.32891175727008,2.797451190650463,29.0712846394714,2.4727694988250732,4.373834003069841,"Ronald Acuna Jr.",18401,660670
"Ozzie Albies","ATL",156,686,30,103,106,20,0.068513119,0.186588921,0.228934817,0.278242677,0.259141494,0.310495626,0.488076311,0.3358612113703064,0.32695801586699275,107.8633138676116,5.051013125572354,11.918170033081628,1.5224188566207886,3.6548995847261847,"Ozzie Albies",16556,645277
"Jonathan India","CIN",150,631,21,98,69,12,0.112519809,0.223454833,0.189849624,0.326203208,0.268796992,0.376190476,0.458646616,0.3626584939433585,0.35245362298477245,121.70395704205981,-0.3041218414437026,17.13062012964496,-4.410581111907959,3.3976714118641693,"Jonathan India",21523,663697
"Willy Adames","MIL",99,413,20,61,58,4,0.113801452,0.254237288,0.235616439,0.348547717,0.284931506,0.365617433,0.520547945,0.3767411451316574,0.33058714635163833,135.57713615246658,-0.9696206692606211,17.735834535389333,0.08320450782775879,3.1758023259470898,"Willy Adames",15986,642715
"Trent Grisham","SDP",132,527,15,61,62,13,0.102466793,0.225806451,0.170995671,0.292168674,0.242424242,0.326996197,0.413419913,0.3203937481832868,0.3049181872651777,104.2208321485086,2.765251592732966,5.597008319698597,2.166302889585495,2.550863445410672,"Trent Grisham",18564,663757
"Dylan Carlson","STL",149,619,18,79,65,2,0.092084006,0.24555735,0.171586716,0.331578947,0.265682656,0.343042071,0.437269372,0.33581167691713804,0.3198237706942037,111.45543971152256,-0.05099290539510548,8.97613626680043,-5.887529373168945,2.391518437145904,"Dylan Carlson",20126,666185
"Luis Urías","MIL",150,570,23,77,75,5,0.110526315,0.203508771,0.195918368,0.279661016,0.248979591,0.344522968,0.444897959,0.34041283450372267,0.32952187031666297,111.9668099198119,0.520875338697806,9.204488983012736,-4.65818977355957,2.37289324347493,"Luis Urias",16622,649966
