Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,NameASCII,PlayerId,MLBAMID
"Buster Posey","SFG",148,610,24,78,103,1,0.113114754,0.157377049,0.213207547,0.367541766,0.335849056,0.408196721,0.549056603,0.4062988760064095,,163.89031492123388,-4.597412205301225,41.84894239800597,32.80073666572571,9.765295089633796,"Buster Posey",9166,457763
"Andrew McCutchen","PIT",157,673,31,107,96,20,0.104011887,0.196136701,0.225969646,0.374712643,0.327150084,0.399702823,0.55311973,0.4028537561496099,,158.01886809188406,3.9687885781750083,50.502863604640034,-0.8958625793457031,7.3422163639871165,"Andrew McCutchen",9847,457705
"Jason Heyward","ATL",158,651,27,93,82,21,0.089093701,0.233486943,0.209540034,0.318734793,0.269165247,0.335384615,0.478705281,0.3506714178160269,,120.61245978391707,9.523129564709961,25.514938031603137,4.901910305023193,5.261464680447973,"Jason Heyward",4940,518792
"Giancarlo Stanton","MIA",123,501,37,75,86,6,0.091816367,0.285429141,0.318485524,0.344444444,0.289532293,0.361277445,0.608017817,0.40528350184118844,,158.1331046964042,-0.963319044560194,33.74615344780412,-0.7766408920288086,5.050913558890248,"Giancarlo Stanton",4949,519317
"Yasmani Grandal","SDP",60,226,8,28,36,0,0.137168141,0.172566371,0.171875,0.333333333,0.296875,0.393805309,0.46875,0.3756526719199287,,144.16636906446314,-2.7232872508466244,9.17232791937781,17.575186729431152,3.522660783372765,"Yasmani Grandal",11368,518735
"Starlin Castro","CHC",162,691,14,78,78,25,0.052098408,0.1447178,0.147058824,0.314711359,0.283281733,0.322720694,0.430340557,0.3232903507464829,,99.55726466504717,-1.2081529856659472,-1.5727465528227293,10.585981845855713,3.146373962349008,"Starlin Castro",4579,516770
"Paul Goldschmidt","ARI",145,587,20,82,82,18,0.10221465,0.221465076,0.204280156,0.340482573,0.285992217,0.359454855,0.490272373,0.36312859606374803,,124.35619029983845,4.8633926208131015,21.90200525809498,-13.378136157989502,2.7636832524535007,"Paul Goldschmidt",9218,502671
"Danny Espinosa","WSN",160,658,17,82,56,20,0.069908814,0.287234042,0.154882155,0.333333333,0.247474747,0.314503816,0.402356902,0.3125586802692091,,93.9808801721091,1.3553992742672563,-3.3646404383144226,8.642885684967041,2.64987986634135,"Danny Espinosa",9219,457787
"Justin Upton","ARI",150,628,17,107,67,18,0.100318471,0.192675159,0.149819495,0.327014218,0.279783393,0.355095541,0.429602888,0.3409029132481754,,109.3789228528866,3.537817953620106,10.557208024162025,-5.280397653579712,2.5541283337336855,"Justin Upton",5222,457708
"Pedro Álvarez","PIT",149,586,30,64,85,1,0.097269624,0.307167235,0.222857143,0.3081761,0.243809523,0.317406143,0.466666666,0.33503851756967346,,112.32007118118116,1.3432277273386717,9.947172276742458,-3.8365471363067627,2.507649426532105,"Pedro Alvarez",2495,476883
"Pablo Sandoval","SFG",108,442,12,59,63,1,0.08597285,0.133484162,0.164141414,0.301204819,0.282828282,0.341628959,0.446969696,0.33792533504364153,,117.81529361403771,-0.5831051412969828,8.801197893694484,0.8474085330963135,2.4194549285969438,"Pablo Sandoval",5409,467055
"Jay Bruce","CIN",155,633,34,89,99,9,0.097946287,0.244865718,0.2625,0.283068783,0.251785714,0.327014218,0.514285714,0.3524868951158125,,119.7993435325858,0.4576846333220601,15.393924199949563,-11.716082572937012,2.402530258086604,"Jay Bruce",9892,457803
"Martín Maldonado","MIL",78,256,8,22,30,1,0.06640625,0.21875,0.141630901,0.319526627,0.26609442,0.321428571,0.407725321,0.3203238993883133,,96.77307042931368,-1.78554068505764,-2.7700418216455756,14.713288426399231,2.0671479608093932,"Martin Maldonado",6887,455117
"Jose Altuve","HOU",147,630,7,80,37,33,0.063492063,0.117460317,0.109375,0.320641282,0.289930555,0.340255591,0.399305555,0.32470497765099277,,102.47670677900238,3.665745321661234,5.525269852924257,-6.073866844177246,1.9501459368996292,"Jose Altuve",5417,514888
"Brandon Crawford","SFG",143,476,4,44,45,1,0.069327731,0.199579831,0.101149425,0.30678466,0.248275862,0.303797468,0.349425287,0.283701327494067,,81.27524803458364,-0.06415798095986247,-10.686243559079449,13.993679523468018,1.863408169962323,"Brandon Crawford",5343,543063
"Cameron Maybin","SDP",147,561,8,67,45,26,0.078431372,0.196078431,0.106508876,0.293367346,0.24260355,0.306451612,0.349112426,0.2902559963334185,,86.61993236090345,6.097636025864631,-2.8479323554153773,3.4040050506591797,1.846004721231881,"Cameron Maybin",5223,457727
"Brandon Belt","SFG",145,472,7,47,56,12,0.114406779,0.224576271,0.145985402,0.350993377,0.274939172,0.360169491,0.420924574,0.3392048720629363,,118.67753790616024,-0.15761118521913886,10.348654879536491,-7.705177545547485,1.7810952207066952,"Brandon Belt",10264,474832
"Freddie Freeman","ATL",147,620,23,91,94,2,0.103225806,0.208064516,0.196296296,0.294710327,0.259259259,0.34032258,0.455555555,0.342442698292918,,115.06735531778102,-0.8690248257480562,10.264059257999667,-12.844868540763855,1.7053542643399195,"Freddie Freeman",5361,518692
"Rubén Tejada","NYM",114,501,1,53,25,4,0.053892215,0.145708582,0.0625,0.339285714,0.288793103,0.333333333,0.351293103,0.30428531095684774,,93.08465974463105,-1.016821297351271,-5.14575632710059,6.108301877975464,1.6973904401502529,"Ruben Tejada",5519,514913
"Everth Cabrera","SDP",115,449,2,49,24,44,0.095768374,0.244988864,0.077889448,0.335664335,0.246231155,0.324324324,0.324120603,0.29104062078765075,,87.14866888584932,7.777470807544887,0.9007526672339168,1.0020794868469238,1.6302000319127068,"Everth Cabrera",8155,465784
