Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,NameASCII,PlayerId,MLBAMID
"Geraldo Perdomo","ARI",161,720,20,98,100,27,0.130555555,0.115277777,0.172529313,0.302970297,0.289782244,0.389044943,0.462311557,0.3698901362224638,0.35617754119743916,137.98755046348717,3.760707262903452,36.1773468300979,9.076485633850098,7.080616629078372,"Geraldo Perdomo",22799,672695
"Corbin Carroll","ARI",143,642,31,107,84,32,0.10436137,0.238317757,0.281914893,0.299479166,0.258865248,0.342679127,0.540780141,0.37149713461675615,0.3719789517000786,139.08839604480144,10.270727828145027,40.01320136028159,2.5465035438537598,6.539493813843347,"Corbin Carroll",25878,682998
"Pete Crow-Armstrong","CHC",157,647,31,91,95,35,0.044822256,0.239567233,0.233502538,0.275779376,0.247038917,0.287051482,0.480541455,0.3234034123830497,0.320855923687083,108.9191437637993,6.715005336329341,13.554462764087436,17.402667999267578,5.369423214332073,"Pete Crow-Armstrong",27769,691718
"Brice Turang","MIL",156,659,18,97,81,24,0.100151745,0.227617602,0.147260274,0.356294536,0.287671232,0.359208523,0.434931506,0.34630487177793573,0.33523911337816076,123.56972992154685,2.604926383122802,21.014097155616177,0.18787908554077148,4.412191876589145,"Brice Turang",22186,668930
"Elly De La Cruz","CIN",162,699,22,102,86,37,0.095851216,0.258941344,0.176470589,0.337236533,0.263910969,0.336194563,0.440381558,0.3325369146115894,0.3215300714084675,108.50352613594754,9.36135415174067,16.406182770544206,2.817003011703491,4.345880360965569,"Elly De La Cruz",26668,682829
"Andy Pages","LAD",156,624,27,74,86,14,0.046474358,0.216346153,0.189328744,0.308235294,0.271944922,0.3125,0.461273666,0.33191527751011723,0.3159952701193891,113.46694603698575,0.592548094689846,10.55228612382579,8.414571017026901,4.064385647104561,"Andy Pages",24816,681624
"Sal Frelick","MIL",142,594,12,76,63,19,0.079124579,0.134680134,0.117424243,0.317460317,0.287878787,0.350936967,0.40530303,0.33226253764998975,0.2991080088158176,113.95027944107807,2.5287633445113897,12.349940792465882,2.8165693283081055,3.5734549519650924,"Sal Frelick",29622,686217
"Masyn Winn","STL",129,537,9,72,51,9,0.063314711,0.189944134,0.109979634,0.30104712,0.252545824,0.310280373,0.362525458,0.29734385303247757,0.28628965003468165,91.42323105092078,1.5596262998878956,-3.899111096347471,20.166076183319092,3.492040761671658,"Masyn Winn",27479,691026
"Hunter Goodman","COL",144,579,31,73,91,1,0.056994818,0.262521588,0.242592593,0.331476323,0.277777777,0.322970639,0.52037037,0.3587744185549813,0.32409323586357963,117.70424184789086,-2.41262180544436,9.736645939262122,4.189435921609402,3.395489800068622,"Hunter Goodman",29715,696100
"James Wood","WSN",157,689,31,87,94,15,0.123367198,0.320754716,0.219063545,0.3495702,0.255852842,0.349782293,0.474916387,0.35281340211148476,0.3606025223183421,127.29375842430733,-0.8529795408248901,21.435311543744167,-12.608953952789307,3.2481188445757425,"James Wood",29518,695578
"CJ Abrams","WSN",144,635,19,92,60,31,0.058267716,0.196850393,0.175862069,0.296127562,0.256896551,0.315457413,0.43275862,0.32365244561085393,0.30867956562253157,107.31756540218946,7.368070997297764,12.875317854739887,-3.2779102325439453,3.1432131704348905,"CJ Abrams",25768,682928
"Drake Baldwin","ATL",124,446,19,56,80,0,0.085201793,0.152466367,0.195061728,0.289308176,0.274074074,0.340807174,0.469135802,0.3506518264255182,0.3532621785664238,125.32199832860624,-1.504260016605258,11.881007034493736,3.9120153188705444,3.133823997777882,"Drake Baldwin",31539,686948
"Jackson Merrill","SDP",115,483,16,59,67,1,0.068322981,0.223602484,0.193181818,0.311526479,0.263636363,0.317427385,0.456818181,0.33119709861005914,0.3469079983209622,116.20445616275907,1.8912604916840792,11.167582092733994,2.2740842700004578,3.0191836022359713,"Jackson Merrill",29490,701538
"Jackson Chourio","MIL",131,589,21,88,78,21,0.050933786,0.205432937,0.193078324,0.307506053,0.269581056,0.307823129,0.46265938,0.32846995980004434,0.30666001691931966,111.35224164419445,3.0581637918949127,10.983015193094651,-1.9601093530654907,2.927869408962175,"Jackson Chourio",28806,694192
"Gabriel Moreno","ARI",83,309,9,44,40,2,0.093851132,0.171521035,0.148014441,0.322580645,0.285198555,0.352750809,0.433212996,0.3396805127461751,0.34563456050685193,117.29298683781217,-0.4338083788752556,5.8993842280621225,10.070250272750854,2.68560210040639,"Gabriel Moreno",22664,672515
"Iván Herrera","STL",107,452,19,54,66,8,0.095132743,0.185840707,0.180412371,0.314878892,0.283505154,0.373333333,0.463917525,0.36456602705613544,0.37088142702932314,137.47258212875454,0.6473109703511,20.721881400220994,-9.668058842420578,2.669366075397895,"Ivan Herrera",20599,671056
"Caleb Durbin","MIL",136,506,11,60,53,18,0.059288537,0.098814229,0.130337078,0.265463917,0.256179775,0.333996023,0.386516853,0.31931711404508434,0.31196773218113194,105.08224794564076,2.325289525091648,5.373188526227423,3.647731304168701,2.6451684268787057,"Caleb Durbin",29646,702332
"Xavier Edwards","MIA",139,619,3,75,43,27,0.079159935,0.142164781,0.069518717,0.329809725,0.283422459,0.342532467,0.352941176,0.3083631902059437,0.29463180816700335,95.48281525010997,3.6117711756378412,0.29776961900700405,3.8733543753623962,2.5335790414165156,"Xavier Edwards",22266,669364
"Brett Baty","NYM",130,432,18,53,50,8,0.076388888,0.25,0.180661577,0.303703703,0.254452926,0.313225058,0.435114503,0.3236704915416213,0.3338545333507449,110.61089182065844,0.5086121968924999,5.941488780509955,2.161802053451538,2.299417998463619,"Brett Baty",26123,683146
"Jakob Marsee","MIA",55,234,5,28,33,14,0.094017094,0.205128205,0.186602871,0.356687898,0.291866028,0.363247863,0.478468899,0.3633179086395818,0.34693859575132446,133.1285647262201,2.242100542411208,11.429924893462397,1.7939015626907349,2.1494024882379366,"Jakob Marsee",31370,805300
"Francisco Alvarez","NYM",76,277,11,32,32,0,0.097472924,0.263537906,0.191056911,0.320987654,0.25609756,0.33935018,0.447154471,0.3429317134382062,0.32647201042313007,123.80544826258107,-1.0094158835709095,6.805968425145412,1.760511577129364,1.8192519361562907,"Francisco Alvarez",26121,682626
"Victor Scott II","STL",138,463,5,54,37,34,0.090712742,0.23974082,0.08040201,0.284210526,0.216080402,0.304635761,0.296482412,0.27411075209413405,0.28733700777577087,75.5078097293788,5.874281013384461,-7.565828932210078,9.204425692558289,1.7435101125261703,"Victor Scott II",31349,687363
"Matt Shaw","CHC",126,437,13,57,44,17,0.086956521,0.215102974,0.167938931,0.262068965,0.226463104,0.295194508,0.394402035,0.3000826541018977,0.3016914227686891,92.9436743433649,1.8036708012223244,-1.8510504493764008,1.5689189583063126,1.4585022917364618,"Matt Shaw",33322,807713
"Daylen Lile","WSN",91,351,9,51,41,8,0.059829059,0.159544159,0.199376947,0.335907335,0.29906542,0.346704871,0.498442367,0.360405582411583,0.34783889639343435,132.49464609512847,1.6129276268184185,15.130949150188973,-13.061032772064209,1.4064376722982697,"Daylen Lile",29995,695734
"Matt McLain","CIN",147,577,15,73,50,18,0.095320623,0.289428076,0.123529411,0.292168674,0.219607843,0.299651567,0.343137254,0.28649665659313,0.2909849197039076,76.96446873414527,3.404152547940612,-12.349028044008147,6.833315968513489,1.3995437944606877,"Matt McLain",29695,680574
"Michael Harris II","ATL",160,641,20,55,86,20,0.024960998,0.199687987,0.160392798,0.280851063,0.248772504,0.268445839,0.409165302,0.28865430508769535,0.3145245813796949,82.851702365906,2.077215027064085,-10.950649926099365,2.9585757851600647,1.3640105839778074,"Michael Harris II",25931,671739
"Heriberto Hernández","MIA",87,294,10,40,45,1,0.105442176,0.261904761,0.171875,0.335260115,0.265625,0.346938775,0.4375,0.34113205148249254,0.3338821358876686,117.93053907429874,-1.7977079767733812,4.4502037186232375,-2.0025734901428223,1.25107802088886,"Heriberto Hernandez",24878,681715
"Heliot Ramos","SFG",157,695,21,85,69,6,0.074820143,0.227338129,0.143548388,0.308724832,0.256451612,0.328057553,0.4,0.318876088267625,0.32033544354930155,106.41887827038718,-2.5870194360613823,2.7003316624767564,-15.14258337020874,1.09249546766189,"Heliot Ramos",22515,671218
"Noelvi Marte","CIN",90,360,14,45,51,10,0.044444444,0.236111111,0.185840708,0.309917355,0.262536873,0.3,0.448377581,0.3211678052941958,0.3043151812606983,100.71532062187597,1.1828140672296286,1.4880231487762736,-3.1194136142730713,1.0583799513693397,"Noelvi Marte",26517,682622
"Jacob Young","WSN",120,364,2,34,31,15,0.074175824,0.178571428,0.055555556,0.282945736,0.231481481,0.295774647,0.287037037,0.264013409614563,0.29680508189430993,66.46290774755558,-0.01881425827741623,-14.48723051508675,12.22316300868988,1.0072635235046958,"Jacob Young",29931,696285
"Jordan Beck","COL",148,588,16,62,53,19,0.073129251,0.295918367,0.157699443,0.351428571,0.257884972,0.316865417,0.415584415,0.3189856100326096,0.30164486088164866,90.44762839813002,-0.1875169686973095,-6.844581098536617,-4.193691730499268,0.8719561815315309,"Jordan Beck",31431,687597
"Ezequiel Tovar","COL",95,390,9,44,33,5,0.053846153,0.251282051,0.147222223,0.321568627,0.252777777,0.294270833,0.4,0.3005124718571703,0.3199640843256606,77.79293465004093,-0.3175770156085491,-10.582364995101706,5.720501780509949,0.829969794772164,"Ezequiel Tovar",24064,678662
"Luis García Jr.","WSN",139,526,16,67,66,14,0.051330798,0.159695817,0.159836065,0.26952141,0.25204918,0.288973384,0.411885245,0.299975863411313,0.33926685711809695,91.09834515432694,-0.9310520999133587,-6.480511785599122,-3.8340526819229126,0.7349781596051622,"Luis Garcia Jr.",20391,671277
"Javier Sanoja","MIA",120,342,6,40,38,6,0.055555555,0.11988304,0.153354633,0.259259259,0.242811501,0.286982248,0.396166134,0.2944172633117473,0.2815050979750093,85.92940682522564,-0.2323626708239317,-5.935748053458913,1.6792364716529846,0.7285326276613491,"Javier Sanoja",28253,691594
"Connor Norby","MIA",88,337,8,42,34,8,0.053412462,0.267062314,0.138263666,0.324074074,0.250803858,0.299703264,0.389067524,0.30002827548839217,0.3069272495451428,89.7731306169225,-0.039148176088929176,-4.123910726804551,-1.711698830127716,0.5499532036371846,"Connor Norby",29592,681393
"Thomas Saggese","STL",82,295,2,25,25,3,0.054237288,0.281355932,0.083636363,0.359375,0.258181818,0.299319727,0.341818181,0.282410042829254,0.2807420593886652,81.19309078892995,0.6201315615326166,-5.955442138848657,1.2976887226104736,0.5275119393440537,"Thomas Saggese",27883,695336
"Alek Thomas","ARI",143,469,9,51,38,7,0.044776119,0.260127931,0.120092379,0.323529411,0.249422632,0.289416846,0.369515011,0.2871582959949584,0.28912240977918247,81.31357924365041,2.0158309768885374,-8.371241739597949,-2.7101945877075195,0.4625130657796386,"Alek Thomas",23792,677950
"Mark Vientos","NYM",121,463,17,44,61,1,0.064794816,0.248380129,0.179245283,0.277027027,0.233490566,0.289416846,0.412735849,0.3034837439044763,0.3199655685260023,96.7823204814547,-0.3931731730699539,-2.1588775066187065,-9.159945249557495,0.41780393638546565,"Mark Vientos",22184,668901
